id,code,description
40498,Z12,Encounter for screening for malignant neoplasms
40499,Z12.0,Encounter for screening for malignant neoplasm of stomach
40500,Z12.1,Encounter for screening for malignant neoplasm of intestinal tract
40501,Z12.10,Encounter for screening for malignant neoplasm of intestinal tract and unspecified
40502,Z12.11,Encounter for screening for malignant neoplasm of colon
40503,Z12.12,Encounter for screening for malignant neoplasm of rectum
40504,Z12.13,Encounter for screening for malignant neoplasm of small intestine
40505,Z12.2,Encounter for screening for malignant neoplasm of respiratory organs
40506,Z12.3,Encounter for screening for malignant neoplasm of breast
40507,Z12.31,Encounter for screening mammogram for malignant neoplasm of breast
40508,Z12.39,Encounter for other screening for malignant neoplasm of breast
40509,Z12.4,Encounter for screening for malignant neoplasm of cervix
40510,Z12.5,Encounter for screening for malignant neoplasm of prostate
40511,Z12.6,Encounter for screening for malignant neoplasm of bladder
40512,Z12.7,Encounter for screening for malignant neoplasm of other genitourinary organs
40513,Z12.71,Encounter for screening for malignant neoplasm of testis
40514,Z12.72,Encounter for screening for malignant neoplasm of vagina
40515,Z12.73,Encounter for screening for malignant neoplasm of ovary
40516,Z12.79,Encounter for screening for malignant neoplasm of other genitourinary organs
40517,Z12.8,Encounter for screening for malignant neoplasm of other sites
40518,Z12.81,Encounter for screening for malignant neoplasm of oral cavity
40519,Z12.82,Encounter for screening for malignant neoplasm of nervous system
40520,Z12.83,Encounter for screening for malignant neoplasm of skin
40521,Z12.89,Encounter for screening for malignant neoplasm of other sites
40522,Z12.9,Encounter for screening for malignant neoplasm and site unspecified
40523,Z13,Encounter for screening for other diseases and disorders
40524,Z13.0,Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
40525,Z13.1,Encounter for screening for diabetes mellitus
40526,Z13.2,Encounter for screening for nutritional and metabolic and other endocrine disorders
40527,Z13.21,Encounter for screening for nutritional disorder
40528,Z13.22,Encounter for screening for metabolic disorder
40529,Z13.220,Encounter for screening for lipoid disorders
40530,Z13.228,Encounter for screening for other metabolic disorders
40531,Z13.29,Encounter for screening for other suspected endocrine disorder
40532,Z13.4,Encounter for screening for certain developmental disorders in childhood
40533,Z13.5,Encounter for screening for eye and ear disorders
40534,Z13.6,Encounter for screening for cardiovascular disorders
40535,Z13.7,Encounter for screening for genetic and chromosomal anomalies
40536,Z13.71,Encounter for nonprocreative screening for genetic disease carrier status
40537,Z13.79,Encounter for other screening for genetic and chromosomal anomalies
40538,Z13.8,Encounter for screening for other specified diseases and disorders
40539,Z13.81,Encounter for screening for digestive system disorders
40540,Z13.810,Encounter for screening for upper gastrointestinal disorder
40541,Z13.811,Encounter for screening for lower gastrointestinal disorder
40542,Z13.818,Encounter for screening for other digestive system disorders
40543,Z13.82,Encounter for screening for musculoskeletal disorder
40544,Z13.820,Encounter for screening for osteoporosis
40545,Z13.828,Encounter for screening for other musculoskeletal disorder
40546,Z13.83,Encounter for screening for respiratory disorder NEC
40547,Z13.84,Encounter for screening for dental disorders
40548,Z13.85,Encounter for screening for nervous system disorders
40549,Z13.850,Encounter for screening for traumatic brain injury
40550,Z13.858,Encounter for screening for other nervous system disorders
40551,Z13.88,Encounter for screening for disorder due to exposure to contaminants
40552,Z13.89,Encounter for screening for other disorder
40553,Z13.9,Encounter for screening and unspecified
40554,Z14,Genetic carrier
40555,Z14.0,Hemophilia A carrier
40556,Z14.01,Asymptomatic hemophilia A carrier
40557,Z14.02,Symptomatic hemophilia A carrier
40558,Z14.1,Cystic fibrosis carrier
40559,Z14.8,Genetic carrier of other disease
40560,Z15,Genetic susceptibility to disease
40561,Z15.0,Genetic susceptibility to malignant neoplasm
40562,Z15.01,Genetic susceptibility to malignant neoplasm of breast
40563,Z15.02,Genetic susceptibility to malignant neoplasm of ovary
40564,Z15.03,Genetic susceptibility to malignant neoplasm of prostate
40565,Z15.04,Genetic susceptibility to malignant neoplasm of endometrium
40566,Z15.09,Genetic susceptibility to other malignant neoplasm
40567,Z15.8,Genetic susceptibility to other disease
40568,Z15.89,Genetic susceptibility to other disease
40569,Z16,Resistance to antimicrobial drugs
40570,Z16.1,Resistance to beta lactam antibiotics
40571,Z16.10,Resistance to unspecified beta lactam antibiotics
40572,Z16.11,Resistance to penicillins
40573,Z16.12,Extended spectrum beta lactamase (ESBL) resistance
40574,Z16.19,Resistance to other specified beta lactam antibiotics
40575,Z16.2,Resistance to other antibiotics
40576,Z16.20,Resistance to unspecified antibiotic
40577,Z16.21,Resistance to vancomycin
40578,Z16.22,Resistance to vancomycin related antibiotics
40579,Z16.23,Resistance to quinolones and fluoroquinolones
40580,Z16.24,Resistance to multiple antibiotics
40581,Z16.29,Resistance to other single specified antibiotic
40582,Z16.3,Resistance to other antimicrobial drugs
40583,Z16.30,Resistance to unspecified antimicrobial drugs
40584,Z16.31,Resistance to antiparasitic drug(s)
40585,Z16.32,Resistance to antifungal drug(s)
40586,Z16.33,Resistance to antiviral drug(s)
40587,Z16.34,Resistance to antimycobacterial drug(s)
40588,Z16.341,Resistance to single antimycobacterial drug
40589,Z16.342,Resistance to multiple antimycobacterial drugs
40590,Z16.35,Resistance to multiple antimicrobial drugs
40591,Z16.39,Resistance to other specified antimicrobial drug
40592,Z17,Estrogen receptor status
40593,Z18,Retained foreign body fragments
40594,Z18.0,Retained radioactive fragments
40595,Z18.01,Retained depleted uranium fragments
40596,Z18.09,Other retained radioactive fragments
40597,Z18.1,Retained metal fragments
40598,Z18.10,Retained metal fragments and unspecified
40599,Z18.11,Retained magnetic metal fragments
40600,Z18.12,Retained nonmagnetic metal fragments
40601,Z18.2,Retained plastic fragments
40602,Z18.3,Retained organic fragments
40603,Z18.31,Retained animal quills or spines
40604,Z18.32,Retained tooth
40605,Z18.33,Retained wood fragments
40606,Z18.39,Other retained organic fragments
40607,Z18.8,Other specified retained foreign body
40608,Z18.81,Retained glass fragments
40609,Z18.83,Retained stone or crystalline fragments
