id,code,description
13763,42255-0,Salmonella sp/Shigella sp identified in Unspecified specimen by Organism specific culture,
13764,61308-3,Rhizopus nigricans IgE Ab [Ratio] in Serum,
13765,42801-1,Histology grade by Nottingham combined,
13766,19913-3,Diffusion capacity.carbon monoxide adjusted for hemoglobin,
13767,2862-1,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,
13768,3728-3,Loxapine [Mass/volume] in Serum or Plasma,
13769,24698-3,Femoral artery Fluoroscopic angiogram Angioplasty W contrast IA,
13770,1577-6,17-Ketogenic steroids [Mass/time] in 24 hour Urine --48 hours post 2 mg dexamethasone PO 2.5 day high dose q6h,
13771,58440-9,Classical swine fever virus E2 Ab [Units/volume] in Serum by Immunoassay,
13772,38221-8,Pain severity Wong-Baker FACES pain rating scale,
13773,21066-6,Ampicillin [Mass/volume] in Unspecified specimen,
13774,58686-7,C peptide [Mass/volume] in Serum or Plasma --2 hours post dose glucose,
13775,74941-6,Moclobemide [Mass/volume] in Serum or Plasma,
13776,22093-9,Infectious bronchitis virus Conn-42 Ab [Titer] in Serum,
13777,23306-4,Myxoma virus Ab [Titer] in Serum by Immunofluorescence,
13778,70286-0,t(12;22)(p13;q12.1)(ETV6,MN1) fusion transcript [Presence] in Blood or Tissue by Molecular genetics method,
13779,33797-2,Creatine [Moles/time] in 12 hour Urine,
13780,63686-0,Did you continue to use drug after you knew it caused any of these emotional or psychological problems [PhenX],
13781,60382-9,Lime IgG Ab [Mass/volume] in Serum,
13782,72650-5,Glucose in serum - glucose in pericard fld [Molar concentration difference],
13783,69404-2,FDA product label Prescription medical device label,
13784,69373-9,Passive D Ab [Presence] in Serum or Plasma,
13785,30150-7,Streptolysin O Ab [Units/volume] in Serum --2nd specimen,
13786,71895-7,Pediatric blood pressure screening results,
13787,27247-6,Hydroxyethylflurazepam [Mass/mass] in Stool,
13788,26711-2,Phendimetrazine [Mass/mass] in Meconium,
13789,51734-2,Chlamydia trachomatis L2 IgA and IgG and IgM [interpretation] in Serum,
13790,17175-1,CD55 cells/100 cells in Blood,
13791,47630-9,Glutamine [Moles/volume] in Dried blood spot,
13792,3167-4,Volume of 24 hour Urine,
13793,65898-9,Eye fields photographed in the retinal digital photography Eye - right [Retinal digital photography],
13794,20321-6,Left ventricular Stroke volume index by US.Teicholz,
13795,38261-4,Hip DXA Bone density,
13796,32473-1,Physical findings sensation - Reported,
13797,14658-9,Cold agglutinin [Titer] in Serum or Plasma,
13798,55845-2,Cortisol Free [Mass/volume] in 24 hour Urine by Radioimmunoassay (RIA),
13799,6279-4,White Bean IgE Ab [Units/volume] in Serum,
13800,40226-3,Calcium [Moles/volume] in Serum or Plasma --baseline,
13801,65241-2,How often do you interrupt others when they are busy [PhenX],
13802,42587-6,BK virus DNA [Units/volume] (viral load) in Unspecified specimen by Probe and target amplification method,
13803,67789-8,Black Neighborhood [PhenX],
13804,66775-8,I can always manage to solve difficult problems if I try hard enough [PhenX],
13805,34180-0,Ethanol [Presence] in Urine by Confirmatory method,
13806,8575-3,Ulnar artery - left Systolic blood pressure,
13807,74176-9,Generally speaking or I am very satisfied with nursing management [NMMDS],
13808,9838-4,Liver kidney microsomal Ab [Titer] in Serum by Immunofluorescence,
13809,68666-7,Developmental-behavioral pediatrics Note,
13810,25454-0,Lactalbumin alpha IgA Ab RAST class [Presence] in Serum,
13811,5429-6,Deprecated CD120A cells/100 cells in Blood,
13812,55538-3,Flupenthixol [Moles/volume] in Serum or Plasma,
13813,10985-0,Doxapram [Mass/volume] in Serum or Plasma,
13814,73002-8,Lisinopril induced neutrophil IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
13815,74677-6,6-Monoacetylmorphine (6-MAM) [Presence] in Saliva (oral fluid) by Confirmatory method,
13816,17009-2,IgM [Presence] in Serum,
13817,14059-0,Deprecated Ciprofloxacin [Mass/volume] in Serum or Plasma --trough,
13818,48650-6,Hepatitis B virus DNA [#/volume] (viral load) in Serum or Plasma by Probe and target amplification method detection limit = 500 copies/mL,
13819,13212-6,Brucella abortus IgG Ab [Units/volume] in Cerebral spinal fluid,
13820,70415-5,My family has accepted my illness in the past 7 days [FACIT],
13821,21950-1,Reason for no radiation treatment Cancer,
13822,7116-7,Barley Pollen IgE Ab [Units/volume] in Serum,
13823,37865-3,Deprecated Sinuses X-ray View,
13824,20799-3,Clostridium perfringens enterotoxin [Presence] in Body fluid,
13825,44608-8,KCNQ1 gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal,
13826,18969-6,Piperacillin [Susceptibility],
13827,26804-5,Gamma aminobutyrate [Presence] in 24 hour Urine,
13828,52684-8,Use public transportation during 2 day assessment period [CARE],
13829,15588-7,Bromelin IgE Ab RAST class [Presence] in Serum,
13830,36198-0,Calcaneus CT W contrast IV,
13831,25447-4,Insulin Free [Moles/volume] in Serum or Plasma,
13832,31147-2,Reagin Ab [Titer] in Serum by RPR,
13833,64010-2,Latitude for the residence [PhenX],
13834,49051-6,Gestational age in weeks,
13835,2444-8,Hydroxymethylglutaryl CoA lyase [Enzymatic activity/volume] in Serum,
13836,61087-3,Normeperidine [Presence] in Gastric fluid,
13837,27445-6,Cardiac rehabilitation treatment plan or Initial assessment (narrative),
13838,54971-7,Skin and ulcer treatments in last 7 days,
13839,45053-6,Glucose [Moles/volume] in Serum or Plasma --8 AM specimen,
13840,11344-9,History of other social factors Narrative,
13841,30701-7,Unspecified body region US during surgery,
13842,40351-9,MT-ND4 gene m.11778G>A [Presence] in Blood or Tissue by Molecular genetics method,
13843,28593-2,Gamma aminobutyrate/Creatinine [Ratio] in Urine,
13844,66430-0,Infection or disease not travel related [PhenX],
13845,56898-0,CD5+FMC7+ cells/100 cells in Tissue,
13846,1820-0,Alpha melanocyte stimulating hormone [Mass/volume] in Serum or Plasma,
13847,56575-4,17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma --15 minutes post XXX challenge,
13848,58794-9,5-Hydroxytryptophan [Mass/volume] in 24 hour Urine,
13849,28795-3,Axis N 1 LM glasses lens - right,
13850,42270-9,Spine Cervical MRI W flexion and W extension,
13851,6335-4,Deprecated Campylobacter sp identified in Unspecified specimen by Organism specific culture,
13852,31599-4,Rickettsia prowazekii IgG Ab [Units/volume] in Serum,
13853,20820-7,Deprecated Escherichia coli K99 [Presence] in Small intestine Tissue by Agglutination,
13854,48430-3,Carnitine [Molar amount] in unspecified time Semen,
13855,61690-4,Does your health limit you in walking one hundred yards [PROMIS],
13856,51015-6,CD1 blasts/100 blasts in Unspecified specimen,
13857,72054-0,Date change of dialysis access type [ESRD],
13858,24051-5,Acid alpha glucosidase [Enzymatic activity/mass] in Leukocytes,
13859,10859-7,Trypanosoma sp [Identifier] in Blood by Acridine Orange + Giemsa Stain,
13860,26501-7,Neutrophils [#/volume] in Pleural fluid,
13861,25361-7,Caffeine [Moles/volume] in Serum or Plasma,
13862,26266-7,Shoulder - bilateral MRI,
13863,70752-1,Bone pain interferes with my ability to care for myself - bathing or dressing or eating or etc - in the past 7 days [FACIT],
13864,21315-7,Grapefruit IgG Ab RAST class [Presence] in Serum,
13865,56037-5,Protein phosphatase 3 [Enzymatic activity/volume] in Leukocytes,
13866,66330-2,About how much weight did you gain and lose [Mass] [PhenX],
13867,65-3,Cefadroxil [Susceptibility] by Disk diffusion (KB),
13868,20157-4,FEV1 --pre bronchodilation,
13869,6560-7,Plasmodium ovale Ab [Units/volume] in Serum,
13870,57787-4,Dehydroepiandrosterone (DHEA) [Mass/volume] in 24 hour Urine --pre dose dexamethasone,
13871,46663-1,Handling [RFC],
13872,20269-7,Mitral valve Acceleration slope by US.doppler,
13873,45371-2,Multiple pregnancy,
13874,27482-9,Alcohol-substance abuse rehabilitation treatment plan or Visit frequency TQ2,
13875,21496-5,Rickettsia typhus group IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,
13876,31919-4,Neisseria meningitidis w135 Ag [Presence] in Serum or Plasma,
13877,761-7,Neutrophils [#/volume] in Urine by Automated count,
13878,12260-6,Sucrose hemolysis [Presence] of Red Blood Cells,
13879,51973-6,Gas panel - Mixed venous blood,
13880,13694-5,3-Methylhistidine/Creatinine [Mass Ratio] in Urine,
13881,41475-5,Rickettsia rickettsii IgM Ab [Presence] in Serum by Immunoassay,
13882,62342-1,Borrelia burgdorferi IgG and IgM [interpretation] in Serum by Immunoblot (IB),
13883,32774-2,Chlamydia sp DNA [Presence] in Genital specimen by Probe and target amplification method,
13884,21093-0,Basement membrane IgG Ab [interpretation] in Serum by Immunofluorescence,
13885,26341-8,US Guidance for biopsy of Kidney - left,
13886,13589-7,Activated protein C resistance [Presence] in Blood by Probe and target amplification method,
13887,55043-4,Physical restraints,
13888,17169-4,CD5+CD2- cells/100 cells in Blood,
13889,69379-6,Bacterial vancomycin resistance (vanA + vanB + vanC1 + vanC2) genes [Identifier] by Probe and target amplification method,
13890,18953-0,Neomycin [Susceptibility],
13891,50089-2,2-Methyl,3-Hydroxybutyrylcarnitine (C5-OH) [Moles/volume] in Urine,
13892,60092-4,Ketoconazole [Mass/volume] in Urine,
13893,4685-4,Sulfhemoglobin/Hemoglobin.total in Blood,
13894,13689-5,3-Hydroxyvalerate/Creatinine [Mass Ratio] in Urine,
13895,52709-3,Hospice considered appropriate [CARE],
13896,29253-2,Alpha-1-Fetoprotein [Multiple of the median] adjusted in Amniotic fluid,
13897,69502-3,Bending - stooping - difficulty [OPTIMAL],
13898,48741-3,Bordetella pertussis [Presence] in Nasopharynx by Organism specific culture,
13899,33783-2,Atrial natriuretic factor [Moles/volume] in Plasma,
13900,33348-4,Pemoline [Mass/volume] in Urine by Screen method,
13901,26101-6,Calcaneus - left X-ray,
13902,8968-0,Fluid intake upper GI tube Measured,
13903,58931-7,Mycobacterium tuberculosis DNA [Presence] in Body fluid by Probe and target amplification method,
13904,34384-8,Tryptophan [Moles/volume] in Urine,
13905,61187-1,Spermatozoa bent midpiece/100 spermatozoa in Semen,
13906,3465-2,Chlorpheniramine [Presence] in Serum or Plasma,
13907,15496-3,Porcine reproductive and respiratory syndrome virus Ab [Presence] in Serum by Immunofluorescence,
13908,49117-5,Norovirus Ag [Presence] in Stool,
13909,43477-9,Fluoroscopy Guidance for endoscopy of Biliary ducts and Pancreatic duct-- 1 hour post contrast retrograde,
13910,2827-4,Potassium [Moles/volume] in Sweat,
13911,43651-9,Liver and Biliary ducts and Gallbladder Scan W sincalide and W radionuclide IV,
13912,24701-5,Femur DXA Bone density,
13913,3432-2,Carbamazepine [Mass/volume] in Serum or Plasma,
13914,4765-4,HLA-B w55(w22) [Presence],
13915,16621-5,Clindamycin [Mass/volume] in Serum or Plasma --peak,
13916,15536-6,Anise IgE Ab RAST class [Presence] in Serum,
13917,63107-7,Flax IgG Ab [Mass/volume] in Serum,
13918,5786-9,Epithelial casts [#/area] in Urine sediment by Microscopy low power field,
13919,73655-3,Hepatitis C virus NS5 gene mutations detected [Identifier] by Genotype method,
13920,64147-2,Do you usually cough at all on getting up or or first thing in the morning [PhenX],
13921,25989-5,Threonine/Creatinine [Molar ratio] in 24 hour Urine,
13922,1554-5,Glucose [Mass/volume] in Serum or Plasma --12 hours fasting,
13923,43410-0,Bacteria identified in Cervix by Culture,
13924,29630-1,3-Methylglutarate [Presence] in Urine,
13925,41092-8,MAPT gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,
13926,37944-6,Carotid artery and Cerebral artery - right Fluoroscopic angiogram W contrast IA,
13927,61033-7,7-Aminoflunitrazepam [Presence] in Urine,
13928,3837-2,Nadolol [Mass/volume] in Urine,
13929,69588-2,Grasping - confidence - score change [OPTIMAL],
13930,46368-7,CT Guidance for needle biopsy of Breast,
13931,31117-5,Euploid+Aneuploid cells population 2/100 cells in Unspecified specimen,
13932,28643-5,Oxygen saturation in Venous cord blood,
13933,71199-4,My child's arms or legs seem weak in the past 4 weeks [FACIT],
13934,39223-3,Diagnosis recommendations or description (narrative) CPHS,
13935,62641-6,PhenX - respiratory - urine assay for tobacco smoke exposure protocol,
13936,14787-6,Arthropod identified in Unspecified specimen by Permanent mount,
13937,30731-4,Zygomatic arch X-ray portable,
13938,25142-1,5-Fluorocytosine [Mass/volume] in Serum or Plasma --peak,
13939,15548-1,Aspen IgE Ab RAST class [Presence] in Serum,
13940,70564-0,I have had blood in my urine in the past 7 days [FACIT],
13941,71581-3,Crew member response role NEMSIS,
13942,66722-0,Adenovirus DNA [Log #/volume] (viral load) in Tissue by Probe and target amplification method,
13943,21389-2,Saccharopolyspora rectivirgula IgE Ab [Units/volume] in Serum,
13944,37068-4,Foot - bilateral X-ray 2 views standing,
13945,19515-6,Levomethamphetamine cutoff [Mass/volume] in Urine for Confirmatory method,
13946,9453-2,Histidine [Moles/volume] in Cerebral spinal fluid,
13947,42668-4,Fatty acids [Presence] in Stool,
13948,86-9,Cefaclor [Susceptibility] by Serum bactericidal titer,
13949,43299-7,HTLV 1+2 p19 Ab [Presence] in Serum,
13950,1209-6,little s Ab [Presence] in Serum or Plasma from donor,
13951,59877-1,Chloral hydrate [Moles/volume] in Urine,
13952,12691-2,Somatotropin [Moles/volume] in Serum or Plasma --8th specimen post XXX challenge,
13953,22204-2,Coccidioides immitis Ab [Presence] in Cerebral spinal fluid,
13954,70903-0,Additional concerns - FAIT-U [FACIT],
13955,21270-4,Fig IgE Ab RAST class [Presence] in Serum,
13956,31559-8,Pasteurella multocida Ab [Units/volume] in Serum,
13957,53786-0,Microscopic observation [Identifier] in Stool by Wright stain,
13958,10355-6,Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain,
13959,63023-6,Deprecated PhenX measure - healthy food environments,
13960,7801-4,Phospholipid IgG Ab [Units/volume] in Serum,
13961,53817-3,Carnosine [Presence] in Cerebral spinal fluid,
13962,45112-0,Chlamydia sp Ag [Presence] in Urine by Immunofluorescence,
13963,29345-6,6-Monoacetylmorphine (6-MAM) [Mass/mass] in Meconium,
13964,22245-5,Cytomegalovirus IgG Ab [Titer] in Cerebral spinal fluid,
13965,32245-3,Glycine [Moles/volume] in Body fluid,
13966,44745-8,La Crosse virus Ab [Presence] in Serum by Immunoassay,
13967,27682-4,Physical therapy treatment plan or Prognosis for rehabilitation,
13968,46875-1,Respiration Status Community [OMAHA],
13969,16948-2,Herpes simplex virus 1 IgG Ab [Units/volume] in Cerebral spinal fluid,
13970,71376-8,Inhalant Allergen Mix 7 (Dermatophagoides pteronyssinus+Cat dander+Cat epithelium+Horse dander+Dog dander+Rabbit epithelium) IgE Ab [Units/volume] in Serum by Multidisk,
13971,18215-4,Delta alanine [Mass/volume] in Urine,
13972,30887-4,Renal vessels MRI angiogram W contrast IV,
13973,50171-8,Aldosterone [Moles/volume] in Serum or Plasma --pre 250 ug corticotropin IM,
13974,57838-5,Dilute Russell viper venom time (dRVVT) excess phospholipid in Platelet poor plasma,
13975,2985-0,Testosterone [Mass/volume] in Semen,
13976,57826-0,Co-payment amount Narrative,
13977,34556-1,Cell count panel - Body fluid,
13978,30966-6,Pre-existing physician-diagnosed allergies or birth defects or medical conditions,
13979,34503-3,Chromosome 15 uniparental disomy [Presence] in Blood or Tissue by Cytogenetics,
13980,1890-3,Arginase [Enzymatic activity/volume] in Red Blood Cells,
13981,40967-2,Streptococcus pneumoniae 34 IgG Ab [Mass/volume] in Serum,
13982,10919-9,Anisakis IgE Ab [Units/volume] in Serum,
13983,61664-9,Are you able to lift a full cup or glass to your mouth [PROMIS],
13984,5782-8,Crystals [type] in Urine sediment by Light microscopy,
13985,39863-6,Heart Scan first pass at rest and W stress and W radionuclide IV,
13986,24932-6,Spine Cervical CT,
13987,65192-7,During the past 30 days or about how often did you feel so depressed that nothing could cheer you up [PhenX],
13988,8641-3,Pupil diameter Eye - left Manual,
13989,37440-5,Chest CT of lung parenchyma W contrast IV,
13990,8129-9,Deprecated CD4 cells/CD8 Cells [# Ratio] in Blood,
13991,37136-9,Shoulder - left X-ray lateral and Y,
13992,16828-6,Erythrocytes [#/volume] in Seminal plasma by Manual count,
13993,14444-4,Cholesterol [Mass/volume] in Urine,
13994,41173-6,Xylose [Mass/volume] in Serum or Plasma --2 hours post dose xylose PO,
13995,37735-8,Hip - right X-ray tomograph,
13996,53856-1,DYSF gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,
13997,19072-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma,
13998,45311-8,Pentacarboxylate [Moles/mass] in Stool,
13999,6090-5,Cottonwood IgE Ab [Units/volume] in Serum,
14000,35898-6,CT Guidance for biopsy of Salivary gland,
14001,5972-5,Plasminogen activator tissue type Ag [Mass/volume] in Platelet poor plasma by Immunologic method --20 minutes post venistasis,
14002,29656-6,Sympathomimetics [Presence] in Urine,
14003,6210-9,Penicillin V IgE Ab [Units/volume] in Serum,
